Site,Date,Depth,Transect,Species,Size,Status,Number Observations,Notes
Bluff Island,2024-08-06,1_m,T1,Dipsastraea rotumana / speciosa,Small,Partial bleached,1,
Bluff Island,2024-08-06,1_m,T1,Favites abdita or sp.,Medium,Pigmented,1,
Bluff Island,2024-08-06,1_m,T1,Favites abdita or sp.,Medium,Partial bleached,1,
Bluff Island,2024-08-06,1_m,T1,Favites abdita or sp.,Medium,Bleached,1,
Bluff Island,2024-08-06,1_m,T1,Favites abdita or sp.,Small,Pigmented,3,
Bluff Island,2024-08-06,1_m,T1,Favites abdita or sp.,Small,Partial bleached,1,
Bluff Island,2024-08-06,1_m,T1,Favites chinensis  / Gonia aspera,Medium,Partial bleached,1,
Bluff Island,2024-08-06,1_m,T1,Favites chinensis  / Gonia aspera,Small,Partial bleached,1,
Bluff Island,2024-08-06,1_m,T1,Psammocora superficialis,Medium,Bleached,1,
Bluff Island,2024-08-06,1_m,T1,Psammocora superficialis,Small,Partial bleached,3,
Bluff Island,2024-08-06,1_m,T1,Acropora digitifera / tumida,Large,Bleached,4,"One huge one, and already dying a lot"
Bluff Island,2024-08-06,1_m,T1,Acropora digitifera / tumida,Large,Dead,1,
Bluff Island,2024-08-06,1_m,T1,Acropora digitifera / tumida,Medium,Bleached,5,
Bluff Island,2024-08-06,1_m,T1,Acropora digitifera / tumida,Small,Partial bleached,1,
Bluff Island,2024-08-06,1_m,T1,Unknown,Large,Partial bleached,1,Because of the irregular external corallite towards the outside could be Cyphastrea but the corallites seem to big for Cyphastrea
Bluff Island,2024-08-06,1_m,T1,Acropora digitifera / tumida,Small,Bleached,8,
Bluff Island,2024-08-06,1_m,T2,Porites lutea,Large,Pigmented,1,I am getting confused with the Acroporas so I suggest that we join them. It is becoming very confusing
Bluff Island,2024-08-06,1_m,T2,Porites lutea,Large,Partial bleached,1,
Bluff Island,2024-08-06,1_m,T2,Porites lutea,Medium,Pigmented,1,
Bluff Island,2024-08-06,1_m,T2,Porites lutea,Medium,Partial bleached,1,
Bluff Island,2024-08-06,1_m,T2,Porites lutea,Small,Pigmented,1,
Bluff Island,2024-08-06,1_m,T2,Porites lutea,Small,Partial bleached,1,
Bluff Island,2024-08-06,1_m,T2,Porites lutea,Small,Bleached,3,
Bluff Island,2024-08-06,1_m,T2,Platygyra carnosus / acuta,Large,Bleached,2,
Bluff Island,2024-08-06,1_m,T2,Platygyra carnosus / acuta,Medium,Partial bleached,3,
Bluff Island,2024-08-06,1_m,T2,Platygyra carnosus / acuta,Medium,Bleached,2,
Bluff Island,2024-08-06,1_m,T2,Platygyra carnosus / acuta,Small,Pigmented,3,
Bluff Island,2024-08-06,1_m,T2,Platygyra carnosus / acuta,Small,Partial bleached,3,
Bluff Island,2024-08-06,1_m,T2,Platygyra carnosus / acuta,Small,Bleached,7,
Bluff Island,2024-08-06,1_m,T2,Pavona decussata,Large,Pigmented,2,
Bluff Island,2024-08-06,1_m,T2,Pavona decussata,Medium,Pigmented,2,
Bluff Island,2024-08-06,1_m,T2,Pavona decussata,Medium,Partial bleached,5,
Bluff Island,2024-08-06,1_m,T2,Pavona decussata,Medium,Bleached,2,
Bluff Island,2024-08-06,1_m,T2,Pavona decussata,Small,Pigmented,5,
Bluff Island,2024-08-06,1_m,T2,Pavona decussata,Small,Partial bleached,4,
Bluff Island,2024-08-06,1_m,T2,Pavona decussata,Small,Bleached,3,
Bluff Island,2024-08-06,1_m,T2,Dipsastraea rotumana / speciosa,Large,Pigmented,1,
Bluff Island,2024-08-06,1_m,T2,Dipsastraea rotumana / speciosa,Large,Partial bleached,2,
Bluff Island,2024-08-06,1_m,T2,Dipsastraea rotumana / speciosa,Small,Bleached,1,
Bluff Island,2024-08-06,1_m,T2,Favites pentagona,Medium,Partial bleached,1,
Bluff Island,2024-08-06,1_m,T2,Favites abdita or sp.,Large,Partial bleached,1,
Bluff Island,2024-08-06,1_m,T2,Favites abdita or sp.,Large,Bleached,1,
Bluff Island,2024-08-06,1_m,T2,Favites abdita or sp.,Medium,Pigmented,2,
Bluff Island,2024-08-06,1_m,T2,Favites abdita or sp.,Medium,Partial bleached,1,
Bluff Island,2024-08-06,1_m,T2,Favites abdita or sp.,Medium,Bleached,1,
Bluff Island,2024-08-06,1_m,T2,Favites abdita or sp.,Small,Pigmented,3,
Bluff Island,2024-08-06,1_m,T2,Favites abdita or sp.,Small,Partial bleached,3,
Bluff Island,2024-08-06,1_m,T2,Favites chinensis  / Gonia aspera,Medium,Pigmented,1,
Bluff Island,2024-08-06,1_m,T2,Favites chinensis  / Gonia aspera,Medium,Partial bleached,3,
Bluff Island,2024-08-06,1_m,T2,Favites chinensis  / Gonia aspera,Medium,Bleached,3,
Bluff Island,2024-08-06,1_m,T2,Favites chinensis  / Gonia aspera,Small,Pigmented,2,
Bluff Island,2024-08-06,1_m,T2,Favites chinensis  / Gonia aspera,Small,Partial bleached,2,
Bluff Island,2024-08-06,1_m,T2,Favites chinensis  / Gonia aspera,Small,Bleached,1,
Bluff Island,2024-08-06,1_m,T2,Psammocora superficialis,Large,Partial bleached,1,
Bluff Island,2024-08-06,1_m,T2,Psammocora superficialis,Medium,Partial bleached,2,
Bluff Island,2024-08-06,1_m,T2,Psammocora superficialis,Small,Partial bleached,2,
Bluff Island,2024-08-06,1_m,T2,Psammocora superficialis,Small,Bleached,2,
Bluff Island,2024-08-06,1_m,T2,Acropora digitifera / tumida,Large,Bleached,2,
Bluff Island,2024-08-06,1_m,T2,Acropora digitifera / tumida,Medium,Bleached,4,
Bluff Island,2024-08-06,1_m,T2,Acropora digitifera / tumida,Small,Bleached,11,
Bluff Island,2024-08-06,1_m,T2,Acropora pruniosa / solitiariensis,Small,Bleached,1,
Bluff Island,2024-08-06,1_m,T3,Porites lutea,Large,Pigmented,2,Videos are cut in 4 because the Go Pro became too hot and it was stopping all the time alone.
Bluff Island,2024-08-06,1_m,T3,Porites lutea,Large,Partial bleached,2,
Bluff Island,2024-08-06,1_m,T3,Porites lutea,Medium,Pigmented,2,
Bluff Island,2024-08-06,1_m,T3,Porites lutea,Medium,Partial bleached,2,
Bluff Island,2024-08-06,1_m,T3,Porites lutea,Medium,Bleached,1,
Bluff Island,2024-08-06,1_m,T3,Porites lutea,Small,Pigmented,6,
Bluff Island,2024-08-06,1_m,T3,Porites lutea,Small,Partial bleached,8,
Bluff Island,2024-08-06,1_m,T3,Porites lutea,Small,Bleached,7,
Bluff Island,2024-08-06,1_m,T3,Platygyra carnosus / acuta,Large,Bleached,3,
Bluff Island,2024-08-06,1_m,T3,Platygyra carnosus / acuta,Medium,Partial bleached,2,
Bluff Island,2024-08-06,1_m,T3,Platygyra carnosus / acuta,Medium,Bleached,6,
Bluff Island,2024-08-06,1_m,T3,Platygyra carnosus / acuta,Small,Bleached,10,
Bluff Island,2024-08-06,1_m,T3,Pavona decussata,Medium,Pigmented,2,
Bluff Island,2024-08-06,1_m,T3,Pavona decussata,Small,Partial bleached,1,
Bluff Island,2024-08-06,1_m,T3,Dipsastraea rotumana / speciosa,Medium,Partial bleached,1,
Bluff Island,2024-08-06,1_m,T3,Dipsastraea rotumana / speciosa,Small,Pigmented,1,
Bluff Island,2024-08-06,1_m,T3,Dipsastraea rotumana / speciosa,Small,Partial bleached,1,
Bluff Island,2024-08-06,1_m,T3,Dipsastraea rotumana / speciosa,Small,Bleached,2,
Bluff Island,2024-08-06,1_m,T3,Favites pentagona,Medium,Partial bleached,1,
Bluff Island,2024-08-06,1_m,T3,Favites pentagona,Medium,Bleached,1,
Bluff Island,2024-08-06,1_m,T3,Favites pentagona,Small,Pigmented,2,
Bluff Island,2024-08-06,1_m,T3,Favites pentagona,Small,Partial bleached,2,
Bluff Island,2024-08-06,1_m,T3,Favites abdita or sp.,Large,Partial bleached,1,
Bluff Island,2024-08-06,1_m,T3,Favites abdita or sp.,Medium,Pigmented,3,
Bluff Island,2024-08-06,1_m,T3,Favites abdita or sp.,Medium,Partial bleached,1,
Bluff Island,2024-08-06,1_m,T3,Favites abdita or sp.,Small,Pigmented,8,
Bluff Island,2024-08-06,1_m,T3,Favites abdita or sp.,Small,Partial bleached,1,
Bluff Island,2024-08-06,1_m,T3,Favites abdita or sp.,Small,Bleached,2,
Bluff Island,2024-08-06,1_m,T3,Favites chinensis  / Gonia aspera,Medium,Bleached,3,
Bluff Island,2024-08-06,1_m,T3,Favites chinensis  / Gonia aspera,Small,Pigmented,1,
Bluff Island,2024-08-06,1_m,T3,Favites chinensis  / Gonia aspera,Small,Partial bleached,2,
Bluff Island,2024-08-06,1_m,T3,Favites chinensis  / Gonia aspera,Small,Bleached,5,
Bluff Island,2024-08-06,1_m,T3,Psammocora superficialis,Medium,Bleached,1,
Bluff Island,2024-08-06,1_m,T3,Psammocora superficialis,Small,Pigmented,1,
Bluff Island,2024-08-06,1_m,T3,Psammocora superficialis,Small,Partial bleached,3,
Bluff Island,2024-08-06,1_m,T3,Psammocora superficialis,Small,Bleached,1,
Bluff Island,2024-08-06,1_m,T3,Acropora digitifera / tumida,Large,Bleached,1,
Bluff Island,2024-08-06,1_m,T3,Acropora digitifera / tumida,Medium,Bleached,1,
Bluff Island,2024-08-06,1_m,T3,Favites pentagona,Large,Pigmented,1,"Coral colony 2 of Doubts ID. You could categorise this one as Partial bleached, but since Colony 3 is more white, I set this one as pigmented"
Bluff Island,2024-08-06,1_m,T3,Favites pentagona,Medium,Partial bleached,1,
Bluff Island,2024-08-06,1_m,T3,Unknown,Small,Pigmented,1,
Bluff Island,2024-08-06,1_m,T3,Unknown,Small,Uncategorised,2,
Bluff Island,2024-08-06,1_m,T3,Acropora digitifera / tumida,Small,Bleached,11,
Bluff Island,2024-08-06,1_m,T3,Acropora pruniosa / solitiariensis,Large,Bleached,2,
Bluff Island,2024-11-05,1_m,T1,Porites lutea,Large,Pigmented,2,The filming survey is too fast…
Bluff Island,2024-11-05,1_m,T1,Porites lutea,Medium,Pigmented,8,
Bluff Island,2024-11-05,1_m,T1,Porites lutea,Small,Pigmented,7,
Bluff Island,2024-11-05,1_m,T1,Porites lutea,Small,Partial bleached,1,
Bluff Island,2024-11-05,1_m,T1,Platygyra carnosus / acuta,Large,Pigmented,1,
Bluff Island,2024-11-05,1_m,T1,Platygyra carnosus / acuta,Medium,Pigmented,5,
Bluff Island,2024-11-05,1_m,T1,Platygyra carnosus / acuta,Medium,Partial bleached,1,
Bluff Island,2024-11-05,1_m,T1,Platygyra carnosus / acuta,Small,Pigmented,6,
Bluff Island,2024-11-05,1_m,T1,Platygyra carnosus / acuta,Small,Dead,1,
Bluff Island,2024-11-05,1_m,T1,Pavona decussata,Large,Pigmented,1,
Bluff Island,2024-11-05,1_m,T1,Pavona decussata,Medium,Pigmented,4,
Bluff Island,2024-11-05,1_m,T1,Pavona decussata,Medium,Partial bleached,4,
Bluff Island,2024-11-05,1_m,T1,Pavona decussata,Medium,Dead,2,Partiallly dead over 1/2 of the colony
Bluff Island,2024-11-05,1_m,T1,Pavona decussata,Small,Pigmented,10,
Bluff Island,2024-11-05,1_m,T1,Pavona decussata,Small,Partial bleached,3,
Bluff Island,2024-11-05,1_m,T1,Dipsastraea rotumana / speciosa,Small,Pigmented,1,
Bluff Island,2024-11-05,1_m,T1,Favites abdita or sp.,Medium,Pigmented,2,
Bluff Island,2024-11-05,1_m,T1,Favites abdita or sp.,Small,Pigmented,4,
Bluff Island,2024-11-05,1_m,T1,Favites abdita or sp.,Small,Partial bleached,1,
Bluff Island,2024-11-05,1_m,T1,Favites chinensis  / Gonia aspera,Small,Pigmented,3,
Bluff Island,2024-11-05,1_m,T1,Favites chinensis  / Gonia aspera,Small,Partial bleached,2,
Bluff Island,2024-11-05,1_m,T1,Favites chinensis  / Gonia aspera,Small,Dead,3,
Bluff Island,2024-11-05,1_m,T1,Psammocora superficialis,Small,Pigmented,1,
Bluff Island,2024-11-05,1_m,T1,Psammocora superficialis,Small,Partial bleached,2,
Bluff Island,2024-11-05,1_m,T1,Acropora digitifera / tumida,Large,Pigmented,1,
Bluff Island,2024-11-05,1_m,T1,Acropora digitifera / tumida,Medium,Pigmented,3,
Bluff Island,2024-11-05,1_m,T1,Acropora pruniosa / solitiariensis,Large,Pigmented,2,
Bluff Island,2024-11-05,1_m,T1,Porites aranetai / deformis,Small,Pigmented,1,
Bluff Island,2024-11-05,1_m,T1,Dead unknown,Medium,Dead,1,
Bluff Island,2024-11-05,1_m,T1,Dead unknown,Small,Dead,1,
Bluff Island,2024-11-05,1_m,T2,Porites lutea,Large,Pigmented,3,I have some doubs if the Large Acropora pruinosa is alive or dead… The white transect is a real problem. Terrible and messes up the lighting a lot
Bluff Island,2024-11-05,1_m,T2,Porites lutea,Medium,Pigmented,1,
Bluff Island,2024-11-05,1_m,T2,Porites lutea,Medium,Partial bleached,2,
Bluff Island,2024-11-05,1_m,T2,Porites lutea,Small,Pigmented,9,
Bluff Island,2024-11-05,1_m,T2,Porites lutea,Small,Partial bleached,4,
Bluff Island,2024-11-05,1_m,T2,Platygyra carnosus / acuta,Large,Pigmented,6,
Bluff Island,2024-11-05,1_m,T2,Platygyra carnosus / acuta,Large,Partial bleached,2,
Bluff Island,2024-11-05,1_m,T2,Platygyra carnosus / acuta,Large,Dead,1,
Bluff Island,2024-11-05,1_m,T2,Platygyra carnosus / acuta,Medium,Pigmented,6,
Bluff Island,2024-11-05,1_m,T2,Platygyra carnosus / acuta,Medium,Partial bleached,2,
Bluff Island,2024-11-05,1_m,T2,Platygyra carnosus / acuta,Small,Pigmented,4,
Bluff Island,2024-11-05,1_m,T2,Pavona decussata,Large,Pigmented,2,
Bluff Island,2024-11-05,1_m,T2,Pavona decussata,Large,Partial bleached,2,
Bluff Island,2024-11-05,1_m,T2,Pavona decussata,Medium,Pigmented,9,
Bluff Island,2024-11-05,1_m,T2,Pavona decussata,Medium,Partial bleached,3,
Bluff Island,2024-11-05,1_m,T2,Pavona decussata,Small,Pigmented,11,
Bluff Island,2024-11-05,1_m,T2,Pavona decussata,Small,Partial bleached,3,
Bluff Island,2024-11-05,1_m,T2,Dipsastraea rotumana / speciosa,Medium,Pigmented,1,
Bluff Island,2024-11-05,1_m,T2,Favites pentagona,Small,Pigmented,2,
Bluff Island,2024-11-05,1_m,T2,Favites abdita or sp.,Medium,Pigmented,3,
Bluff Island,2024-11-05,1_m,T2,Favites abdita or sp.,Small,Pigmented,1,
Bluff Island,2024-11-05,1_m,T2,Favites abdita or sp.,Small,Partial bleached,1,
Bluff Island,2024-11-05,1_m,T2,Favites abdita or sp.,Small,Bleached,1,
Bluff Island,2024-11-05,1_m,T2,Favites chinensis  / Gonia aspera,Large,Pigmented,1,
Bluff Island,2024-11-05,1_m,T2,Favites chinensis  / Gonia aspera,Medium,Pigmented,2,
Bluff Island,2024-11-05,1_m,T2,Favites chinensis  / Gonia aspera,Medium,Partial bleached,1,
Bluff Island,2024-11-05,1_m,T2,Favites chinensis  / Gonia aspera,Small,Pigmented,4,
Bluff Island,2024-11-05,1_m,T2,Favites chinensis  / Gonia aspera,Small,Partial bleached,2,
Bluff Island,2024-11-05,1_m,T2,Psammocora superficialis,Small,Pigmented,1,
Bluff Island,2024-11-05,1_m,T2,Acropora pruniosa / solitiariensis,Large,Pigmented,1,
Bluff Island,2024-11-05,1_m,T2,Porites aranetai / deformis,Small,Partial bleached,1,
Bluff Island,2024-11-05,1_m,T2,Dead unknown,Small,Dead,1,
Bluff Island,2024-11-05,1_m,T3,Porites lutea,Large,Pigmented,6,The water was so dirty!
Bluff Island,2024-11-05,1_m,T3,Porites lutea,Large,Partial bleached,1,
Bluff Island,2024-11-05,1_m,T3,Porites lutea,Medium,Pigmented,10,
Bluff Island,2024-11-05,1_m,T3,Porites lutea,Medium,Partial bleached,1,
Bluff Island,2024-11-05,1_m,T3,Porites lutea,Small,Pigmented,4,"One of the colonies was previously in the Doubts ID, but I concluded it is a Pigmented Porites"
Bluff Island,2024-11-05,1_m,T3,Porites lutea,Small,Partial bleached,1,
Bluff Island,2024-11-05,1_m,T3,Platygyra carnosus / acuta,Large,Pigmented,4,
Bluff Island,2024-11-05,1_m,T3,Platygyra carnosus / acuta,Large,Partial bleached,3,
Bluff Island,2024-11-05,1_m,T3,Platygyra carnosus / acuta,Medium,Pigmented,5,
Bluff Island,2024-11-05,1_m,T3,Platygyra carnosus / acuta,Medium,Partial bleached,2,
Bluff Island,2024-11-05,1_m,T3,Platygyra carnosus / acuta,Medium,Bleached,1,
Bluff Island,2024-11-05,1_m,T3,Platygyra carnosus / acuta,Small,Pigmented,6,
Bluff Island,2024-11-05,1_m,T3,Platygyra carnosus / acuta,Small,Partial bleached,1,
Bluff Island,2024-11-05,1_m,T3,Platygyra carnosus / acuta,Small,Bleached,1,
Bluff Island,2024-11-05,1_m,T3,Pavona decussata,Large,Pigmented,8,
Bluff Island,2024-11-05,1_m,T3,Pavona decussata,Large,Partial bleached,1,
Bluff Island,2024-11-05,1_m,T3,Pavona decussata,Medium,Pigmented,9,
Bluff Island,2024-11-05,1_m,T3,Pavona decussata,Medium,Partial bleached,2,
Bluff Island,2024-11-05,1_m,T3,Pavona decussata,Medium,Dead,1,
Bluff Island,2024-11-05,1_m,T3,Pavona decussata,Small,Pigmented,9,
Bluff Island,2024-11-05,1_m,T3,Pavona decussata,Small,Partial bleached,1,
Bluff Island,2024-11-05,1_m,T3,Favites pentagona,Small,Partial bleached,2,
Bluff Island,2024-11-05,1_m,T3,Favites abdita or sp.,Medium,Pigmented,1,
Bluff Island,2024-11-05,1_m,T3,Favites abdita or sp.,Medium,Partial bleached,1,
Bluff Island,2024-11-05,1_m,T3,Favites abdita or sp.,Small,Pigmented,2,
Bluff Island,2024-11-05,1_m,T3,Favites abdita or sp.,Small,Partial bleached,2,
Bluff Island,2024-11-05,1_m,T3,Favites chinensis  / Gonia aspera,Medium,Pigmented,2,
Bluff Island,2024-11-05,1_m,T3,Favites chinensis  / Gonia aspera,Medium,Partial bleached,1,
Bluff Island,2024-11-05,1_m,T3,Favites chinensis  / Gonia aspera,Small,Pigmented,2,
Bluff Island,2024-11-05,1_m,T3,Favites chinensis  / Gonia aspera,Small,Partial bleached,2,
Bluff Island,2024-11-05,1_m,T3,Psammocora superficialis,Small,Pigmented,1,
Bluff Island,2024-11-05,1_m,T3,Psammocora superficialis,Small,Partial bleached,2,
Bluff Island,2024-11-05,1_m,T3,Porites aranetai / deformis,Medium,Pigmented,1,
Bluff Island,2024-11-05,1_m,T3,Unknown,Medium,Bleached,1,
Bluff Island,2024-11-05,1_m,T3,Unknown,Large,Pigmented,1,
Sharp Island,2024-11-05,1_m,T1,Porites lutea,Large,Partial bleached,1,So dark because it was so late… I had to increase the bightness. Very very very few corals and boulder rocks area
Sharp Island,2024-11-05,1_m,T1,Porites lutea,Medium,Pigmented,2,
Sharp Island,2024-11-05,1_m,T1,Porites lutea,Small,Pigmented,3,
Sharp Island,2024-11-05,1_m,T1,Porites lutea,Small,Partial bleached,1,
Sharp Island,2024-11-05,1_m,T1,Pavona decussata,Large,Pigmented,1,
Sharp Island,2024-11-05,1_m,T1,Pavona decussata,Medium,Pigmented,1,
Sharp Island,2024-11-05,1_m,T1,Pavona decussata,Small,Pigmented,3,
Sharp Island,2024-11-05,1_m,T1,Favites pentagona,Small,Pigmented,1,
Sharp Island,2024-11-05,1_m,T1,Porites aranetai / deformis,Medium,Pigmented,1,
Sharp Island,2024-11-05,1_m,T2,Porites lutea,Large,Pigmented,2,
Sharp Island,2024-11-05,1_m,T2,Porites lutea,Medium,Pigmented,6,
Sharp Island,2024-11-05,1_m,T2,Porites lutea,Medium,Partial bleached,2,
Sharp Island,2024-11-05,1_m,T2,Porites lutea,Small,Pigmented,2,
Sharp Island,2024-11-05,1_m,T2,Porites lutea,Small,Partial bleached,1,
Sharp Island,2024-11-05,1_m,T2,Platygyra carnosus / acuta,Small,Pigmented,1,
Sharp Island,2024-11-05,1_m,T2,Platygyra carnosus / acuta,Small,Partial bleached,2,
Sharp Island,2024-11-05,1_m,T2,Pavona decussata,Large,Pigmented,4,
Sharp Island,2024-11-05,1_m,T2,Pavona decussata,Medium,Pigmented,6,
Sharp Island,2024-11-05,1_m,T2,Pavona decussata,Small,Pigmented,10,
Sharp Island,2024-11-05,1_m,T2,Pavona decussata,Small,Partial bleached,1,
Sharp Island,2024-11-05,1_m,T2,Pavona decussata,Small,Dead,2,
Sharp Island,2024-11-05,1_m,T2,Dipsastraea rotumana / speciosa,Medium,Pigmented,2,
Sharp Island,2024-11-05,1_m,T2,Dipsastraea rotumana / speciosa,Small,Partial bleached,1,
Sharp Island,2024-11-05,1_m,T2,Favites chinensis  / Gonia aspera,Large,Partial bleached,1,
Sharp Island,2024-11-05,1_m,T2,Favites chinensis  / Gonia aspera,Small,Pigmented,3,
Sharp Island,2024-11-05,1_m,T2,Favites chinensis  / Gonia aspera,Small,Partial bleached,1,
Sharp Island,2024-11-05,1_m,T2,Unknown,Medium,Uncategorised,1,
Sharp Island,2024-11-05,1_m,T2,Porites aranetai / deformis,Small,Pigmented,1,
Sharp Island,2024-11-05,1_m,T3,Porites lutea,Small,Pigmented,1,"Again, very few corals. It was so dark and so late"
Sharp Island,2024-11-05,1_m,T3,Porites lutea,Small,Partial bleached,1,
Sharp Island,2024-11-05,1_m,T3,Dipsastraea rotumana / speciosa,Small,Pigmented,1,
Sharp Island,2024-11-05,1_m,T3,Favites chinensis  / Gonia aspera,Small,Pigmented,1,
Sharp Island,2024-08-05,1_m,T1,Porites lutea,Large,Partial bleached,1,The bleaching transects were placed where there were way more corals than the post bleaching transect
Sharp Island,2024-08-05,1_m,T1,Porites lutea,Large,Bleached,6,Dead it means majority of hte colony with mortality. More than 1/2 Partial mortality
Sharp Island,2024-08-05,1_m,T1,Porites lutea,Large,Dead,2,
Sharp Island,2024-08-05,1_m,T1,Porites lutea,Medium,Pigmented,2,
Sharp Island,2024-08-05,1_m,T1,Porites lutea,Medium,Partial bleached,5,
Sharp Island,2024-08-05,1_m,T1,Porites lutea,Medium,Bleached,7,
Sharp Island,2024-08-05,1_m,T1,Porites lutea,Small,Pigmented,5,
Sharp Island,2024-08-05,1_m,T1,Porites lutea,Small,Partial bleached,4,
Sharp Island,2024-08-05,1_m,T1,Porites lutea,Small,Bleached,9,
Sharp Island,2024-08-05,1_m,T1,Platygyra carnosus / acuta,Medium,Partial bleached,1,
Sharp Island,2024-08-05,1_m,T1,Platygyra carnosus / acuta,Medium,Bleached,4,
Sharp Island,2024-08-05,1_m,T1,Platygyra carnosus / acuta,Small,Pigmented,1,
Sharp Island,2024-08-05,1_m,T1,Platygyra carnosus / acuta,Small,Bleached,5,
Sharp Island,2024-08-05,1_m,T1,Pavona decussata,Large,Pigmented,1,
Sharp Island,2024-08-05,1_m,T1,Pavona decussata,Large,Partial bleached,4,
Sharp Island,2024-08-05,1_m,T1,Pavona decussata,Large,Bleached,9,
Sharp Island,2024-08-05,1_m,T1,Pavona decussata,Medium,Pigmented,3,
Sharp Island,2024-08-05,1_m,T1,Pavona decussata,Medium,Partial bleached,14,
Sharp Island,2024-08-05,1_m,T1,Pavona decussata,Medium,Bleached,8,
Sharp Island,2024-08-05,1_m,T1,Pavona decussata,Small,Pigmented,5,
Sharp Island,2024-08-05,1_m,T1,Pavona decussata,Small,Partial bleached,7,
Sharp Island,2024-08-05,1_m,T1,Pavona decussata,Small,Bleached,2,
Sharp Island,2024-08-05,1_m,T1,Goniopora columna or sp.,Small,Bleached,3,
Sharp Island,2024-08-05,1_m,T1,Dipsastraea rotumana / speciosa,Small,Bleached,4,
Sharp Island,2024-08-05,1_m,T1,Favites abdita or sp.,Small,Partial bleached,1,
Sharp Island,2024-08-05,1_m,T1,Favites abdita or sp.,Small,Bleached,1,
Sharp Island,2024-08-05,1_m,T1,Favites chinensis  / Gonia aspera,Small,Partial bleached,1,
Sharp Island,2024-08-05,1_m,T1,Acropora digitifera / tumida,Large,Bleached,5,
Sharp Island,2024-08-05,1_m,T1,Acropora digitifera / tumida,Medium,Bleached,2,
Sharp Island,2024-08-05,1_m,T1,Acropora digitifera / tumida,Small,Bleached,7,
Sharp Island,2024-08-05,1_m,T1,Acropora pruniosa / solitiariensis,Medium,Bleached,1,
Sharp Island,2024-08-05,1_m,T1,Unknown,Large,Bleached,1,
Sharp Island,2024-08-05,1_m,T1,Unknown,Medium,Pigmented,1,
Sharp Island,2024-08-05,1_m,T1,Unknown,Medium,Bleached,1,
Sharp Island,2024-08-05,1_m,T1,Porites aranetai / deformis,Medium,Pigmented,1,
Sharp Island,2024-08-05,1_m,T2,Porites lutea,Large,Partial bleached,2,"Incredible amount of Gonioporas, of course all bleached"
Sharp Island,2024-08-05,1_m,T2,Porites lutea,Large,Bleached,1,
Sharp Island,2024-08-05,1_m,T2,Porites lutea,Medium,Pigmented,3,
Sharp Island,2024-08-05,1_m,T2,Porites lutea,Medium,Partial bleached,6,
Sharp Island,2024-08-05,1_m,T2,Porites lutea,Medium,Bleached,4,
Sharp Island,2024-08-05,1_m,T2,Porites lutea,Small,Pigmented,8,
Sharp Island,2024-08-05,1_m,T2,Porites lutea,Small,Partial bleached,5,
Sharp Island,2024-08-05,1_m,T2,Porites lutea,Small,Bleached,12,
Sharp Island,2024-08-05,1_m,T2,Platygyra carnosus / acuta,Large,Bleached,2,
Sharp Island,2024-08-05,1_m,T2,Platygyra carnosus / acuta,Medium,Bleached,1,
Sharp Island,2024-08-05,1_m,T2,Platygyra carnosus / acuta,Small,Bleached,2,
Sharp Island,2024-08-05,1_m,T2,Pavona decussata,Large,Pigmented,1,
Sharp Island,2024-08-05,1_m,T2,Pavona decussata,Large,Partial bleached,8,
Sharp Island,2024-08-05,1_m,T2,Pavona decussata,Large,Bleached,3,
Sharp Island,2024-08-05,1_m,T2,Pavona decussata,Medium,Bleached,3,
Sharp Island,2024-08-05,1_m,T2,Pavona decussata,Small,Bleached,5,
Sharp Island,2024-08-05,1_m,T2,Goniopora columna or sp.,Large,Bleached,8,
Sharp Island,2024-08-05,1_m,T2,Goniopora columna or sp.,Medium,Bleached,3,
Sharp Island,2024-08-05,1_m,T2,Goniopora columna or sp.,Small,Bleached,5,
Sharp Island,2024-08-05,1_m,T2,Dipsastraea rotumana / speciosa,Small,Bleached,1,
Sharp Island,2024-08-05,1_m,T2,Favites abdita or sp.,Small,Partial bleached,2,
Sharp Island,2024-08-05,1_m,T2,Favites abdita or sp.,Small,Bleached,2,
Sharp Island,2024-08-05,1_m,T2,Favites chinensis  / Gonia aspera,Medium,Partial bleached,2,
Sharp Island,2024-08-05,1_m,T2,Favites chinensis  / Gonia aspera,Medium,Bleached,1,
Sharp Island,2024-08-05,1_m,T2,Favites chinensis  / Gonia aspera,Small,Bleached,2,
Sharp Island,2024-08-05,1_m,T2,Psammocora superficialis,Medium,Bleached,1,
Sharp Island,2024-08-05,1_m,T2,Psammocora superficialis,Small,Bleached,3,
Sharp Island,2024-08-05,1_m,T2,Acropora digitifera / tumida,Large,Bleached,8,
Sharp Island,2024-08-05,1_m,T2,Acropora digitifera / tumida,Medium,Partial bleached,1,
Sharp Island,2024-08-05,1_m,T2,Acropora digitifera / tumida,Medium,Bleached,5,
Sharp Island,2024-08-05,1_m,T2,Porites aranetai / deformis,Large,Pigmented,1,
Sharp Island,2024-08-05,1_m,T2,Porites aranetai / deformis,Large,Bleached,2,
Sharp Island,2024-08-05,1_m,T2,Porites aranetai / deformis,Small,Partial bleached,1,
Sharp Island,2024-08-05,1_m,T2,Unknown,Medium,Bleached,1,
Sharp Island,2024-08-05,1_m,T2,Unknown,Small,Bleached,1,
Sharp Island,2024-08-05,1_m,T3,Porites lutea,Large,Pigmented,4,Video divided in a lot of short videos because the Go Pro was too hot and turning off
