Site,Date,Depth,Transect,Species,Size,Status,Number Observations,Notes
Tung Ping Chau,2024-08-09,4_5_m,T1,Dipsastraea rotumana / speciosa,Small,Partial bleached,1,
Tung Ping Chau,2024-08-09,4_5_m,T1,Dipsastraea rotumana / speciosa,Small,Bleached,3,
Tung Ping Chau,2024-08-09,4_5_m,T1,Favites pentagona,Medium,Bleached,1,
Tung Ping Chau,2024-08-09,4_5_m,T1,Favites abdita or sp.,Medium,Pigmented,1,
Tung Ping Chau,2024-08-09,4_5_m,T1,Favites abdita or sp.,Small,Pigmented,1,
Tung Ping Chau,2024-08-09,4_5_m,T1,Leptastrea purpurea / pruinosa / sp.,Medium,Partial bleached,1,
Tung Ping Chau,2024-08-09,4_5_m,T1,Leptastrea purpurea / pruinosa / sp.,Small,Partial bleached,1,
Tung Ping Chau,2024-08-09,4_5_m,T1,Cyphastrea serailia / japonica,Large,Bleached,2,In the first round marked as unknown. I had a note that Coral unknown 4 and 6 looked similar. Some of the unknowns might also be Cyphatrea but I am not sure
Tung Ping Chau,2024-08-09,4_5_m,T1,Unknown,Large,Pigmented,1,
Tung Ping Chau,2024-08-09,4_5_m,T1,Unknown,Large,Bleached,3,
Tung Ping Chau,2024-08-09,4_5_m,T1,Unknown,Medium,Bleached,1,
Tung Ping Chau,2024-08-09,4_5_m,T1,Unknown,Small,Bleached,1,
Tung Ping Chau,2024-08-09,4_5_m,T1,Psammocora superficialis,Medium,Pigmented,1,
Tung Ping Chau,2024-08-09,4_5_m,T2,Porites lutea,Medium,Partial bleached,3,The video is divided in two. There is one huge Pavona of almost 15-20''. Impossible to differentitate from individual colonies
Tung Ping Chau,2024-08-09,4_5_m,T2,Porites lutea,Medium,Bleached,2,
Tung Ping Chau,2024-08-09,4_5_m,T2,Porites lutea,Small,Pigmented,3,
Tung Ping Chau,2024-08-09,4_5_m,T2,Porites lutea,Small,Partial bleached,6,
Tung Ping Chau,2024-08-09,4_5_m,T2,Porites lutea,Small,Bleached,1,
Tung Ping Chau,2024-08-09,4_5_m,T2,Platygyra carnosus / acuta,Large,Partial bleached,6,
Tung Ping Chau,2024-08-09,4_5_m,T2,Platygyra carnosus / acuta,Large,Bleached,2,
Tung Ping Chau,2024-08-09,4_5_m,T2,Platygyra carnosus / acuta,Medium,Pigmented,4,
Tung Ping Chau,2024-08-09,4_5_m,T2,Platygyra carnosus / acuta,Medium,Partial bleached,3,
Tung Ping Chau,2024-08-09,4_5_m,T2,Platygyra carnosus / acuta,Medium,Bleached,3,
Tung Ping Chau,2024-08-09,4_5_m,T2,Platygyra carnosus / acuta,Small,Pigmented,4,
Tung Ping Chau,2024-08-09,4_5_m,T2,Platygyra carnosus / acuta,Small,Partial bleached,1,
Tung Ping Chau,2024-08-09,4_5_m,T2,Platygyra carnosus / acuta,Small,Bleached,4,
Tung Ping Chau,2024-08-09,4_5_m,T2,Pavona decussata,Large,Pigmented,2,
Tung Ping Chau,2024-08-09,4_5_m,T2,Pavona decussata,Large,Partial bleached,9,
Tung Ping Chau,2024-08-09,4_5_m,T2,Pavona decussata,Large,Bleached,1,
Tung Ping Chau,2024-08-09,4_5_m,T2,Pavona decussata,Medium,Pigmented,2,
Tung Ping Chau,2024-08-09,4_5_m,T2,Pavona decussata,Medium,Partial bleached,10,
Tung Ping Chau,2024-08-09,4_5_m,T2,Pavona decussata,Medium,Bleached,1,
Tung Ping Chau,2024-08-09,4_5_m,T2,Pavona decussata,Medium,Dead,1,
Tung Ping Chau,2024-08-09,4_5_m,T2,Pavona decussata,Small,Pigmented,4,
Tung Ping Chau,2024-08-09,4_5_m,T2,Pavona decussata,Small,Partial bleached,3,
Tung Ping Chau,2024-08-09,4_5_m,T2,Pavona decussata,Small,Bleached,2,
Tung Ping Chau,2024-08-09,4_5_m,T2,Turbinaria peltata,Large,Pigmented,1,
Tung Ping Chau,2024-08-09,4_5_m,T2,Goniopora columna or sp.,Large,Pigmented,1,
Tung Ping Chau,2024-08-09,4_5_m,T2,Goniopora columna or sp.,Large,Partial bleached,2,
Tung Ping Chau,2024-08-09,4_5_m,T2,Goniopora columna or sp.,Medium,Partial bleached,1,
Tung Ping Chau,2024-08-09,4_5_m,T2,Goniopora columna or sp.,Medium,Bleached,1,
Tung Ping Chau,2024-08-09,4_5_m,T2,Goniopora columna or sp.,Small,Partial bleached,2,
Tung Ping Chau,2024-08-09,4_5_m,T2,Dipsastraea rotumana / speciosa,Medium,Partial bleached,1,
Tung Ping Chau,2024-08-09,4_5_m,T2,Dipsastraea rotumana / speciosa,Small,Pigmented,8,
Tung Ping Chau,2024-08-09,4_5_m,T2,Dipsastraea rotumana / speciosa,Small,Partial bleached,1,
Tung Ping Chau,2024-08-09,4_5_m,T2,Dipsastraea rotumana / speciosa,Small,Bleached,1,
Tung Ping Chau,2024-08-09,4_5_m,T2,Dipsastraea rotumana / speciosa,Small,Dead,2,
Tung Ping Chau,2024-08-09,4_5_m,T2,Favites pentagona,Medium,Pigmented,1,
Tung Ping Chau,2024-08-09,4_5_m,T2,Favites pentagona,Small,Pigmented,2,
Tung Ping Chau,2024-08-09,4_5_m,T2,Hydnophora exesa,Small,Partial bleached,1,
Tung Ping Chau,2024-08-09,4_5_m,T2,Psammocora superficialis,Medium,Bleached,1,
Tung Ping Chau,2024-08-09,4_5_m,T2,Psammocora superficialis,Small,Partial bleached,1,
Tung Ping Chau,2024-08-09,4_5_m,T2,Psammocora superficialis,Small,Bleached,1,
Tung Ping Chau,2024-08-09,4_5_m,T2,Acropora digitifera / tumida,Medium,Pigmented,1,
Tung Ping Chau,2024-08-09,4_5_m,T2,Porites aranetai / deformis,Medium,Partial bleached,1,
Tung Ping Chau,2024-08-09,4_5_m,T2,Leptastrea purpurea / pruinosa / sp.,Large,Pigmented,1,
Tung Ping Chau,2024-08-09,4_5_m,T2,Unknown,Large,Partial bleached,1,"Most of these unknown colonies are the same species. I can tell! Corals 6, 7, 8, 10, 4"
Tung Ping Chau,2024-08-09,4_5_m,T2,Unknown,Large,Bleached,1,
Tung Ping Chau,2024-08-09,4_5_m,T2,Unknown,Large,Uncategorised,1,Looks like a Porites but I am not sure
Tung Ping Chau,2024-08-09,4_5_m,T2,Unknown,Medium,Uncategorised,1,I have seen this uncategorised colony. It is Coral 5 in the folder
Tung Ping Chau,2024-08-09,4_5_m,T2,Unknown,Medium,Partial bleached,1,
Tung Ping Chau,2024-08-09,4_5_m,T2,Unknown,Medium,Bleached,1,
Tung Ping Chau,2024-08-09,4_5_m,T2,Unknown,Small,Partial bleached,1,
Tung Ping Chau,2024-08-09,4_5_m,T2,Unknown,Small,Bleached,3,
Tung Ping Chau,2024-08-09,4_5_m,T2,Porites aranetai / deformis,Small,Partial bleached,1,
Tung Ping Chau,2024-08-09,4_5_m,T3,Porites lutea,Medium,Partial bleached,13,
Tung Ping Chau,2024-08-09,4_5_m,T3,Porites lutea,Medium,Bleached,3,
Tung Ping Chau,2024-08-09,4_5_m,T3,Porites lutea,Small,Pigmented,8,
Tung Ping Chau,2024-08-09,4_5_m,T3,Porites lutea,Small,Partial bleached,2,
Tung Ping Chau,2024-08-09,4_5_m,T3,Porites lutea,Small,Bleached,2,
Tung Ping Chau,2024-08-09,4_5_m,T3,Platygyra carnosus / acuta,Large,Pigmented,1,
Tung Ping Chau,2024-08-09,4_5_m,T3,Platygyra carnosus / acuta,Large,Partial bleached,2,
Tung Ping Chau,2024-08-09,4_5_m,T3,Platygyra carnosus / acuta,Large,Bleached,1,
Tung Ping Chau,2024-08-09,4_5_m,T3,Platygyra carnosus / acuta,Medium,Pigmented,2,
Tung Ping Chau,2024-08-09,4_5_m,T3,Platygyra carnosus / acuta,Medium,Partial bleached,5,
Tung Ping Chau,2024-08-09,4_5_m,T3,Platygyra carnosus / acuta,Medium,Bleached,2,
Tung Ping Chau,2024-08-09,4_5_m,T3,Platygyra carnosus / acuta,Small,Pigmented,2,
Tung Ping Chau,2024-08-09,4_5_m,T3,Platygyra carnosus / acuta,Small,Partial bleached,1,
Tung Ping Chau,2024-08-09,4_5_m,T3,Platygyra carnosus / acuta,Small,Bleached,1,
Tung Ping Chau,2024-08-09,4_5_m,T3,Pavona decussata,Large,Pigmented,13,
Tung Ping Chau,2024-08-09,4_5_m,T3,Pavona decussata,Large,Partial bleached,22,
Tung Ping Chau,2024-08-09,4_5_m,T3,Pavona decussata,Medium,Pigmented,4,
Tung Ping Chau,2024-08-09,4_5_m,T3,Pavona decussata,Medium,Partial bleached,7,
Tung Ping Chau,2024-08-09,4_5_m,T3,Pavona decussata,Medium,Bleached,1,
Tung Ping Chau,2024-08-09,4_5_m,T3,Pavona decussata,Small,Pigmented,4,
Tung Ping Chau,2024-08-09,4_5_m,T3,Pavona decussata,Small,Partial bleached,4,
Tung Ping Chau,2024-08-09,4_5_m,T3,Turbinaria peltata,Medium,Partial bleached,1,
Tung Ping Chau,2024-08-09,4_5_m,T3,Goniopora columna or sp.,Large,Partial bleached,1,
Tung Ping Chau,2024-08-09,4_5_m,T3,Goniopora columna or sp.,Medium,Partial bleached,1,
Tung Ping Chau,2024-08-09,4_5_m,T3,Goniopora columna or sp.,Medium,Bleached,2,
Tung Ping Chau,2024-08-09,4_5_m,T3,Goniopora columna or sp.,Small,Partial bleached,5,
Tung Ping Chau,2024-08-09,4_5_m,T3,Goniopora columna or sp.,Small,Bleached,6,
Tung Ping Chau,2024-08-09,4_5_m,T3,Dipsastraea rotumana / speciosa,Medium,Partial bleached,1,
Tung Ping Chau,2024-08-09,4_5_m,T3,Dipsastraea rotumana / speciosa,Small,Pigmented,12,
Tung Ping Chau,2024-08-09,4_5_m,T3,Dipsastraea rotumana / speciosa,Small,Partial bleached,1,
Tung Ping Chau,2024-08-09,4_5_m,T3,Dipsastraea rotumana / speciosa,Small,Bleached,6,
Tung Ping Chau,2024-08-09,4_5_m,T3,Favites pentagona,Medium,Partial bleached,1,
Tung Ping Chau,2024-08-09,4_5_m,T3,Favites chinensis  / Gonia aspera,Small,Pigmented,1,
Tung Ping Chau,2024-08-09,4_5_m,T3,Leptastrea purpurea / pruinosa / sp.,Small,Pigmented,1,
Tung Ping Chau,2024-08-09,4_5_m,T3,Psammocora superficialis,Medium,Partial bleached,2,
Tung Ping Chau,2024-08-09,4_5_m,T3,Psammocora superficialis,Small,Pigmented,1,
Tung Ping Chau,2024-08-09,4_5_m,T3,Psammocora superficialis,Small,Partial bleached,3,
Tung Ping Chau,2024-08-09,4_5_m,T3,Montipora peltiformis,Large,Partial bleached,1,
Tung Ping Chau,2024-08-09,4_5_m,T3,Platygyra carnosus / acuta,Large,Uncategorised,1,Kind of regular color with partial fluorescing between blue and green
Tung Ping Chau,2024-08-09,4_5_m,T3,Galaxea fascicularis / astreata,Large,Pigmented,1,This is the green coral colony I saw before in other sites
Tung Ping Chau,2024-08-09,4_5_m,T3,Unknown,Large,Pigmented,1,Same species as in T2
Tung Ping Chau,2024-08-09,4_5_m,T3,Unknown,Small,Partial bleached,1,Same species as above
Tung Ping Chau,2024-08-09,4_5_m,T3,Porites aranetai / deformis,Small,Pigmented,2,
Sharp Island,2024-08-06,4_5_m,T1,Porites lutea,Large,Partial bleached,1,New site. During bleaching. Considering the videos taken on 20240806 instead of 05 because the ones on the 5th are too dark! They are a bit more towards the SE
Sharp Island,2024-08-06,4_5_m,T1,Porites lutea,Medium,Partial bleached,4,
Sharp Island,2024-08-06,4_5_m,T1,Porites lutea,Medium,Bleached,1,
Sharp Island,2024-08-06,4_5_m,T1,Porites lutea,Small,Pigmented,2,
Sharp Island,2024-08-06,4_5_m,T1,Porites lutea,Small,Partial bleached,6,
Sharp Island,2024-08-06,4_5_m,T1,Porites lutea,Small,Bleached,3,
Sharp Island,2024-08-06,4_5_m,T1,Platygyra carnosus / acuta,Medium,Partial bleached,1,
Sharp Island,2024-08-06,4_5_m,T1,Platygyra carnosus / acuta,Small,Bleached,1,
Sharp Island,2024-08-06,4_5_m,T1,Pavona decussata,Large,Pigmented,2,
Sharp Island,2024-08-06,4_5_m,T1,Pavona decussata,Large,Partial bleached,4,
Sharp Island,2024-08-06,4_5_m,T1,Pavona decussata,Medium,Pigmented,2,
Sharp Island,2024-08-06,4_5_m,T1,Pavona decussata,Medium,Partial bleached,5,
Sharp Island,2024-08-06,4_5_m,T1,Pavona decussata,Small,Pigmented,2,
Sharp Island,2024-08-06,4_5_m,T1,Pavona decussata,Small,Partial bleached,1,
Sharp Island,2024-08-06,4_5_m,T1,Pavona decussata,Small,Bleached,2,
Sharp Island,2024-08-06,4_5_m,T1,Pavona decussata,Small,Dead,4,
Sharp Island,2024-08-06,4_5_m,T1,Goniopora columna or sp.,Small,Bleached,3,
Sharp Island,2024-08-06,4_5_m,T1,Dipsastraea rotumana / speciosa,Medium,Partial bleached,1,
Sharp Island,2024-08-06,4_5_m,T1,Dipsastraea rotumana / speciosa,Small,Pigmented,1,
Sharp Island,2024-08-06,4_5_m,T1,Dipsastraea rotumana / speciosa,Small,Partial bleached,1,
Sharp Island,2024-08-06,4_5_m,T1,Dipsastraea rotumana / speciosa,Small,Bleached,1,
Sharp Island,2024-08-06,4_5_m,T1,Favites abdita or sp.,Medium,Partial bleached,2,
Sharp Island,2024-08-06,4_5_m,T1,Psammocora superficialis,Small,Partial bleached,2,
Sharp Island,2024-08-06,4_5_m,T2,Porites lutea,Medium,Partial bleached,1,New Transect
Sharp Island,2024-08-06,4_5_m,T2,Porites lutea,Small,Pigmented,4,
Sharp Island,2024-08-06,4_5_m,T2,Porites lutea,Small,Partial bleached,5,
Sharp Island,2024-08-06,4_5_m,T2,Porites lutea,Small,Bleached,4,
Sharp Island,2024-08-06,4_5_m,T2,Platygyra carnosus / acuta,Large,Partial bleached,1,
Sharp Island,2024-08-06,4_5_m,T2,Platygyra carnosus / acuta,Large,Bleached,2,
Sharp Island,2024-08-06,4_5_m,T2,Platygyra carnosus / acuta,Medium,Partial bleached,3,
Sharp Island,2024-08-06,4_5_m,T2,Platygyra carnosus / acuta,Medium,Bleached,1,
Sharp Island,2024-08-06,4_5_m,T2,Platygyra carnosus / acuta,Small,Partial bleached,1,
Sharp Island,2024-08-06,4_5_m,T2,Pavona decussata,Large,Pigmented,2,
Sharp Island,2024-08-06,4_5_m,T2,Pavona decussata,Large,Partial bleached,10,
Sharp Island,2024-08-06,4_5_m,T2,Pavona decussata,Medium,Pigmented,1,
Sharp Island,2024-08-06,4_5_m,T2,Pavona decussata,Medium,Partial bleached,3,
Sharp Island,2024-08-06,4_5_m,T2,Pavona decussata,Medium,Dead,1,
Sharp Island,2024-08-06,4_5_m,T2,Pavona decussata,Small,Pigmented,4,
Sharp Island,2024-08-06,4_5_m,T2,Pavona decussata,Small,Partial bleached,13,
Sharp Island,2024-08-06,4_5_m,T2,Pavona decussata,Small,Bleached,1,
Sharp Island,2024-08-06,4_5_m,T2,Pavona decussata,Small,Dead,2,
Sharp Island,2024-08-06,4_5_m,T2,Dipsastraea rotumana / speciosa,Small,Partial bleached,1,
Sharp Island,2024-08-06,4_5_m,T2,Dipsastraea rotumana / speciosa,Small,Bleached,4,
Sharp Island,2024-08-06,4_5_m,T2,Favites abdita or sp.,Medium,Partial bleached,1,
Sharp Island,2024-08-06,4_5_m,T2,Favites abdita or sp.,Small,Bleached,1,
Sharp Island,2024-08-06,4_5_m,T2,Acropora digitifera / tumida,Medium,Pigmented,1,
Sharp Island,2024-08-06,4_5_m,T2,Cyphastrea serailia / japonica,Medium,Pigmented,1,"This was marked tbd in the first round and marked, I have seen this coral before. In the final pending identification,  I do believe is Cyphastrea"
Sharp Island,2024-08-06,4_5_m,T2,Unknown,Medium,Pigmented,1,
Sharp Island,2024-08-06,4_5_m,T2,Unknown,Small,Pigmented,1,
Sharp Island,2024-08-06,4_5_m,T2,Unknown,Small,Dead,1,More than 50 % mortality 
Sharp Island,2024-08-06,4_5_m,T2,Dead unknown,Small,Dead,1,
Sharp Island,2024-08-06,4_5_m,T3,Porites lutea,Medium,Partial bleached,1,
Sharp Island,2024-08-06,4_5_m,T3,Porites lutea,Small,Pigmented,1,
Sharp Island,2024-08-06,4_5_m,T3,Porites lutea,Small,Partial bleached,2,
Sharp Island,2024-08-06,4_5_m,T3,Porites lutea,Small,Bleached,1,
Sharp Island,2024-08-06,4_5_m,T3,Platygyra carnosus / acuta,Medium,Pigmented,1,
Sharp Island,2024-08-06,4_5_m,T3,Platygyra carnosus / acuta,Medium,Partial bleached,1,
Sharp Island,2024-08-06,4_5_m,T3,Pavona decussata,Large,Pigmented,2,
Sharp Island,2024-08-06,4_5_m,T3,Pavona decussata,Large,Partial bleached,3,
Sharp Island,2024-08-06,4_5_m,T3,Pavona decussata,Medium,Pigmented,2,
Sharp Island,2024-08-06,4_5_m,T3,Pavona decussata,Medium,Partial bleached,8,
Sharp Island,2024-08-06,4_5_m,T3,Pavona decussata,Small,Pigmented,7,
Sharp Island,2024-08-06,4_5_m,T3,Pavona decussata,Small,Partial bleached,10,
Sharp Island,2024-08-06,4_5_m,T3,Pavona decussata,Small,Bleached,1,
Sharp Island,2024-08-06,4_5_m,T3,Pavona decussata,Small,Dead,7,
Sharp Island,2024-08-06,4_5_m,T3,Dipsastraea rotumana / speciosa,Small,Partial bleached,1,
Sharp Island,2024-08-06,4_5_m,T3,Favites abdita or sp.,Medium,Partial bleached,1,
Sharp Island,2024-08-06,4_5_m,T3,Favites abdita or sp.,Medium,Bleached,1,
Sharp Island,2024-08-06,4_5_m,T3,Favites abdita or sp.,Small,Partial bleached,1,
Sharp Island,2024-08-06,4_5_m,T3,Acropora digitifera / tumida,Medium,Pigmented,1,
Sharp Island,2024-08-06,4_5_m,T3,Unknown,Medium,Partial bleached,1,
Sharp Island,2024-08-06,4_5_m,T3,Dead unknown,Large,Dead,1,
Sharp Island,2024-08-06,4_5_m,T3,Dead unknown,Medium,Dead,1,
Sharp Island,2024-08-06,4_5_m,T3,Dead unknown,Small,Dead,9,
Sharp Island,2024-11-05,2_3_m,T1,Porites lutea,Large,Pigmented,1,"Huge field Acropora, huge fields of Pavona"
Sharp Island,2024-11-05,2_3_m,T1,Porites lutea,Medium,Pigmented,2,
Sharp Island,2024-11-05,2_3_m,T1,Porites lutea,Small,Pigmented,10,
Sharp Island,2024-11-05,2_3_m,T1,Porites lutea,Small,Partial bleached,2,
Sharp Island,2024-11-05,2_3_m,T1,Pavona decussata,Large,Pigmented,16,
Sharp Island,2024-11-05,2_3_m,T1,Pavona decussata,Large,Partial bleached,1,
Sharp Island,2024-11-05,2_3_m,T1,Pavona decussata,Medium,Pigmented,11,
Sharp Island,2024-11-05,2_3_m,T1,Pavona decussata,Medium,Partial bleached,2,
Sharp Island,2024-11-05,2_3_m,T1,Pavona decussata,Small,Pigmented,19,
Sharp Island,2024-11-05,2_3_m,T1,Pavona decussata,Small,Partial bleached,2,
Sharp Island,2024-11-05,2_3_m,T1,Goniopora columna or sp.,Small,Bleached,4,
Sharp Island,2024-11-05,2_3_m,T1,Goniopora columna or sp.,Small,Dead,5,
Sharp Island,2024-11-05,2_3_m,T1,Dipsastraea rotumana / speciosa,Small,Pigmented,1,
Sharp Island,2024-11-05,2_3_m,T1,Dipsastraea rotumana / speciosa,Small,Partial bleached,1,
Sharp Island,2024-11-05,2_3_m,T1,Favites abdita or sp.,Large,Partial bleached,1,
Sharp Island,2024-11-05,2_3_m,T1,Favites abdita or sp.,Medium,Pigmented,1,
Sharp Island,2024-11-05,2_3_m,T1,Acropora digitifera / tumida,Large,Pigmented,8,
Sharp Island,2024-11-05,2_3_m,T1,Acropora digitifera / tumida,Medium,Pigmented,2,
Sharp Island,2024-11-05,2_3_m,T1,Acropora digitifera / tumida,Medium,Dead,1,
Sharp Island,2024-11-05,2_3_m,T1,Acropora digitifera / tumida,Small,Pigmented,3,
Sharp Island,2024-11-05,2_3_m,T1,Porites aranetai / deformis,Medium,Pigmented,1,
Sharp Island,2024-11-05,2_3_m,T1,Unknown,Small,Bleached,2,
Sharp Island,2024-11-05,2_3_m,T1,Porites aranetai / deformis,Small,Pigmented,3,
Sharp Island,2024-11-05,2_3_m,T2,Porites lutea,Medium,Partial bleached,1,"Again, very huge fields of Pavona decussata with some areas dead but overall looking healthy. "
Sharp Island,2024-11-05,2_3_m,T2,Porites lutea,Small,Pigmented,3,The dead Gonioporas are the separated columns (balls) sataying next to each other. Perhaps from the mother colony
Sharp Island,2024-11-05,2_3_m,T2,Pavona decussata,Large,Pigmented,16,
Sharp Island,2024-11-05,2_3_m,T2,Pavona decussata,Medium,Pigmented,10,
Sharp Island,2024-11-05,2_3_m,T2,Pavona decussata,Medium,Partial bleached,2,
Sharp Island,2024-11-05,2_3_m,T2,Pavona decussata,Small,Pigmented,11,
Sharp Island,2024-11-05,2_3_m,T2,Pavona decussata,Small,Partial bleached,3,
Sharp Island,2024-11-05,2_3_m,T2,Goniopora columna or sp.,Small,Dead,14,
Sharp Island,2024-11-05,2_3_m,T2,Dipsastraea rotumana / speciosa,Small,Pigmented,1,
Sharp Island,2024-11-05,2_3_m,T2,Favites abdita or sp.,Medium,Partial bleached,1,
Sharp Island,2024-11-05,2_3_m,T2,Favites abdita or sp.,Small,Partial bleached,1,
Sharp Island,2024-11-05,2_3_m,T2,Acropora digitifera / tumida,Large,Pigmented,6,
Sharp Island,2024-11-05,2_3_m,T2,Acropora digitifera / tumida,Medium,Pigmented,1,
Sharp Island,2024-11-05,2_3_m,T2,Acropora digitifera / tumida,Small,Pigmented,1,
Sharp Island,2024-11-05,2_3_m,T2,Dead unknown,Large,Dead,1,
Sharp Island,2024-11-05,2_3_m,T3,Pavona decussata,Large,Pigmented,4,"Again, huge fields of Pavona that take amost all the transect. Huge segments of no corals at all once you get away from the uge Pavona fields"
Sharp Island,2024-11-05,2_3_m,T3,Pavona decussata,Medium,Pigmented,4,
Sharp Island,2024-11-05,2_3_m,T3,Pavona decussata,Small,Pigmented,2,
Sharp Island,2024-11-05,2_3_m,T3,Pavona decussata,Small,Bleached,1,
Sharp Island,2024-11-05,2_3_m,T3,Goniopora columna or sp.,Small,Partial bleached,5,
Sharp Island,2024-11-05,2_3_m,T3,Goniopora columna or sp.,Small,Bleached,2,
Sharp Island,2024-11-05,2_3_m,T3,Goniopora columna or sp.,Small,Dead,7,
Sharp Island,2024-11-05,2_3_m,T3,Acropora digitifera / tumida,Large,Pigmented,3,
Sharp Island,2024-11-05,2_3_m,T3,Acropora digitifera / tumida,Medium,Pigmented,1,
Sharp Island,2024-11-05,2_3_m,T3,Acropora digitifera / tumida,Small,Pigmented,2,
Sharp Island,2024-11-05,2_3_m,T3,Acropora digitifera / tumida,Small,Partial bleached,1,
Sharp Island,2024-11-05,4_5_m,T1,Porites lutea,Large,Pigmented,1,Dead is with evident signs of recent mortality. Dipsastrea rotumana looks like green / partially dead
Sharp Island,2024-11-05,4_5_m,T1,Porites lutea,Medium,Pigmented,4,
Sharp Island,2024-11-05,4_5_m,T1,Porites lutea,Medium,Partial bleached,2,
Sharp Island,2024-11-05,4_5_m,T1,Porites lutea,Small,Pigmented,19,
Sharp Island,2024-11-05,4_5_m,T1,Porites lutea,Small,Partial bleached,5,
Sharp Island,2024-11-05,4_5_m,T1,Porites lutea,Small,Bleached,1,
Sharp Island,2024-11-05,4_5_m,T1,Platygyra carnosus / acuta,Medium,Partial bleached,1,
Sharp Island,2024-11-05,4_5_m,T1,Platygyra carnosus / acuta,Small,Partial bleached,1,
Sharp Island,2024-11-05,4_5_m,T1,Pavona decussata,Medium,Pigmented,3,
Sharp Island,2024-11-05,4_5_m,T1,Pavona decussata,Small,Pigmented,4,
Sharp Island,2024-11-05,4_5_m,T1,Turbinaria peltata,Medium,Bleached,1,
Sharp Island,2024-11-05,4_5_m,T1,Goniopora columna or sp.,Small,Dead,1,
Sharp Island,2024-11-05,4_5_m,T1,Dipsastraea rotumana / speciosa,Small,Dead,7,
Sharp Island,2024-11-05,4_5_m,T1,Favites pentagona,Medium,Pigmented,1,
Sharp Island,2024-11-05,4_5_m,T1,Favites pentagona,Small,Pigmented,2,
Sharp Island,2024-11-05,4_5_m,T1,Favites pentagona,Small,Dead,1,
Sharp Island,2024-11-05,4_5_m,T1,Favites abdita or sp.,Large,Dead,1,
Sharp Island,2024-11-05,4_5_m,T1,Favites abdita or sp.,Medium,Dead,3,
Sharp Island,2024-11-05,4_5_m,T1,Favites abdita or sp.,Small,Pigmented,1,
Sharp Island,2024-11-05,4_5_m,T1,Favites abdita or sp.,Small,Dead,2,
Sharp Island,2024-11-05,4_5_m,T1,Acropora digitifera / tumida,Medium,Pigmented,1,
Sharp Island,2024-11-05,4_5_m,T1,Unknown,Small,Bleached,1,
Sharp Island,2024-11-05,4_5_m,T1,Dead unknown,Medium,Dead,2,"Two very large recently dead colonies. Probably, Platygyra but difficult to confirm. "
Sharp Island,2024-11-05,4_5_m,T1,Dead unknown,Small,Dead,1,Important: it looks like the extended coral polyps died in Sharp at 4 m because of anoxia
Sharp Island,2024-11-05,4_5_m,T2,Porites lutea,Large,Pigmented,1,
Sharp Island,2024-11-05,4_5_m,T2,Porites lutea,Medium,Pigmented,5,
Sharp Island,2024-11-05,4_5_m,T2,Porites lutea,Medium,Partial bleached,1,
Sharp Island,2024-11-05,4_5_m,T2,Porites lutea,Small,Pigmented,6,
Sharp Island,2024-11-05,4_5_m,T2,Porites lutea,Small,Partial bleached,1,
Sharp Island,2024-11-05,4_5_m,T2,Pavona decussata,Medium,Pigmented,1,
Sharp Island,2024-11-05,4_5_m,T2,Pavona decussata,Small,Pigmented,2,
Sharp Island,2024-11-05,4_5_m,T2,Goniopora columna or sp.,Small,Dead,8,
Sharp Island,2024-11-05,4_5_m,T2,Favites pentagona,Small,Dead,2,
Sharp Island,2024-11-05,4_5_m,T2,Favites abdita or sp.,Small,Pigmented,1,
Sharp Island,2024-11-05,4_5_m,T2,Favites abdita or sp.,Small,Dead,1,
Sharp Island,2024-11-05,4_5_m,T2,Acropora digitifera / tumida,Medium,Pigmented,1,
Sharp Island,2024-11-05,4_5_m,T2,Acropora digitifera / tumida,Small,Pigmented,2,
Sharp Island,2024-11-05,4_5_m,T2,Dead unknown,Large,Dead,2,
Sharp Island,2024-11-05,4_5_m,T2,Dead unknown,Small,Dead,2,
Sharp Island,2024-11-05,4_5_m,T3,Porites lutea,Small,Pigmented,2,Really a lot of sand. You can see old dead colonies. Likely from before the bleaching because of anoxia
Sharp Island,2024-11-05,4_5_m,T3,Goniopora columna or sp.,Small,Pigmented,1,Finally some Gonioporas still alive
Sharp Island,2024-11-05,4_5_m,T3,Favites abdita or sp.,Small,Dead,1,
Tung Ping Chau,2024-11-06,4_5_m,T1,Porites lutea,Large,Pigmented,3,The Pavona decussata small partial bleached / bleached was tricky to categorise… 
Tung Ping Chau,2024-11-06,4_5_m,T1,Porites lutea,Medium,Pigmented,5,
Tung Ping Chau,2024-11-06,4_5_m,T1,Porites lutea,Medium,Partial bleached,1,
Tung Ping Chau,2024-11-06,4_5_m,T1,Porites lutea,Small,Pigmented,23,
Tung Ping Chau,2024-11-06,4_5_m,T1,Porites lutea,Small,Partial bleached,6,
Tung Ping Chau,2024-11-06,4_5_m,T1,Platygyra carnosus / acuta,Large,Pigmented,5,
Tung Ping Chau,2024-11-06,4_5_m,T1,Platygyra carnosus / acuta,Large,Partial bleached,1,
Tung Ping Chau,2024-11-06,4_5_m,T1,Platygyra carnosus / acuta,Medium,Pigmented,8,
Tung Ping Chau,2024-11-06,4_5_m,T1,Platygyra carnosus / acuta,Medium,Partial bleached,4,
Tung Ping Chau,2024-11-06,4_5_m,T1,Platygyra carnosus / acuta,Small,Pigmented,5,
Tung Ping Chau,2024-11-06,4_5_m,T1,Platygyra carnosus / acuta,Small,Partial bleached,2,
