// DEFI Series
// CSV File
// Firmware Version 1.02
// Software Version 1.04
[Head]
SondeName=DEFI2-L
SondeNo=0AAO032
SensorType=Q2B0
SensorType2=0101
SensorType3=60
Channel=2
Interval=1
SampleCnt=6526
StartTime=2024/08/09 09:30:00
EndTime=2024/08/09 11:19:47
StopTime=2024/08/09 11:20:11
Status=04000
DepAdjRho=1.0250
ImmersionEN=1
Old_ImmersionEN=1
CoefDate=2016/07/06
Immersion_Effect=1.41
Ch1=+9.603087e+03,-1.480245e-01,+0.000000e+00,+0.000000e+00,+0.000000e+00,+0.000000e+00,+0.000000e+00,+0.000000e+00,
Ch2=1.169766e-02,8.109043e-04,0.000000e00,0.000000e00,0.000000e00,0.000000e00,0.000000e00,0.000000e00,
[Item]
TimeStamp,PAR [umol/(m^2s)],Batt. [V],
2024/08/09 09:30:00,9.7,1.4,
2024/08/09 09:30:01,9.6,1.4,
2024/08/09 09:30:02,15.3,1.4,
2024/08/09 09:30:03,10.5,1.4,
2024/08/09 09:30:04,9.9,1.4,
2024/08/09 09:30:05,12.4,1.4,
2024/08/09 09:30:06,21.9,1.4,
2024/08/09 09:30:07,15.1,1.4,
2024/08/09 09:30:08,15.7,1.4,
2024/08/09 09:30:09,18.2,1.4,
2024/08/09 09:30:10,22.9,1.4,
2024/08/09 09:30:11,14.6,1.4,
2024/08/09 09:30:12,13.8,1.4,
2024/08/09 09:30:13,20.3,1.4,
2024/08/09 09:30:14,15.7,1.4,
2024/08/09 09:30:15,11.0,1.4,
2024/08/09 09:30:16,13.2,1.4,
2024/08/09 09:30:17,15.6,1.4,
2024/08/09 09:30:18,22.9,1.4,
2024/08/09 09:30:19,15.9,1.4,
2024/08/09 09:30:20,15.7,1.4,
2024/08/09 09:30:21,9.7,1.4,
2024/08/09 09:30:22,9.5,1.4,
2024/08/09 09:30:23,9.4,1.4,
2024/08/09 09:30:24,9.3,1.4,
2024/08/09 09:30:25,7.4,1.4,
2024/08/09 09:30:26,7.7,1.4,
2024/08/09 09:30:27,8.7,1.4,
2024/08/09 09:30:28,7.5,1.4,
2024/08/09 09:30:29,8.5,1.4,
2024/08/09 09:30:30,9.2,1.4,
2024/08/09 09:30:31,9.9,1.4,
2024/08/09 09:30:32,9.3,1.4,
2024/08/09 09:30:33,10.3,1.4,
2024/08/09 09:30:34,10.8,1.4,
2024/08/09 09:30:35,14.3,1.4,
2024/08/09 09:30:36,11.1,1.4,
2024/08/09 09:30:37,14.7,1.4,
2024/08/09 09:30:38,11.4,1.4,
2024/08/09 09:30:39,17.7,1.4,
2024/08/09 09:30:40,35.7,1.4,
2024/08/09 09:30:41,10.3,1.4,
2024/08/09 09:30:42,9.3,1.4,
2024/08/09 09:30:43,10.6,1.4,
2024/08/09 09:30:44,11.6,1.4,
2024/08/09 09:30:45,30.4,1.4,
2024/08/09 09:30:46,19.6,1.4,
2024/08/09 09:30:47,11.3,1.4,
2024/08/09 09:30:48,13.0,1.4,
2024/08/09 09:30:49,13.2,1.4,
2024/08/09 09:30:50,28.1,1.4,
2024/08/09 09:30:51,13.2,1.4,
2024/08/09 09:30:52,13.3,1.4,
2024/08/09 09:30:53,14.1,1.4,
2024/08/09 09:30:54,10.2,1.4,
2024/08/09 09:30:55,9.9,1.4,
2024/08/09 09:30:56,9.7,1.4,
2024/08/09 09:30:57,9.5,1.4,
2024/08/09 09:30:58,9.1,1.4,
2024/08/09 09:30:59,8.5,1.4,
2024/08/09 09:31:00,8.4,1.4,
2024/08/09 09:31:01,8.4,1.4,
2024/08/09 09:31:02,6.8,1.4,
2024/08/09 09:31:03,6.6,1.4,
2024/08/09 09:31:04,7.5,1.4,
2024/08/09 09:31:05,8.1,1.4,
2024/08/09 09:31:06,6.7,1.4,
2024/08/09 09:31:07,6.7,1.4,
2024/08/09 09:31:08,8.9,1.4,
2024/08/09 09:31:09,9.6,1.4,
2024/08/09 09:31:10,9.4,1.4,
2024/08/09 09:31:11,10.7,1.4,
2024/08/09 09:31:12,8.5,1.4,
2024/08/09 09:31:13,8.4,1.4,
2024/08/09 09:31:14,8.6,1.4,
2024/08/09 09:31:15,10.4,1.4,
2024/08/09 09:31:16,10.5,1.4,
2024/08/09 09:31:17,9.1,1.4,
2024/08/09 09:31:18,9.9,1.4,
